name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,brand,model
Toyota Etios Liva GD,2012,400000,107500,Diesel,Individual,Manual,Second Owner,,,,,,4,360
Toyota Innova Crysta 2.8 GX AT BSIV,2017,1465000,62000,Diesel,Dealer,Automatic,First Owner,11.36 kmpl,2755 CC,171.5 bhp,360Nm@ 1200-3400rpm,7.0,4,588
Hyundai Creta 1.6 CRDi SX Plus,2016,925000,79000,Diesel,Dealer,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0,3,1452
Toyota Innova Crysta 2.4 GX MT BSIV,2016,1385000,60000,Diesel,Dealer,Manual,Second Owner,13.68 kmpl,2393 CC,147.8 bhp,343Nm@ 1400-2800rpm,7.0,4,1336
Toyota Fortuner 4x4 MT,2015,2000000,20000,Diesel,Individual,Manual,First Owner,12.55 kmpl,2982 CC,168.5 bhp,343Nm@ 1400-3400rpm,7.0,4,46
Tata Indigo LS,2004,80000,248200,Diesel,Individual,Manual,Second Owner,16.1 kmpl,1405 CC,70 bhp,"13.5@ 2,500(kgm@ rpm)",5.0,8,311
Mahindra Scorpio SLX 2.6 Turbo 8 Str,2007,300000,110000,Diesel,Individual,Manual,Second Owner,10.5 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,7.0,7,1569
Maruti Swift Dzire VDi,2009,360000,100000,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,0,12
Hyundai Verna Transform CRDi VGT SX ABS,2010,320000,70000,Diesel,Individual,Manual,Second Owner,16.2 kmpl,1493 CC,110 bhp,24 KGM at 1900-2750 RPM,5.0,3,346
Ambassador Classic 2000 DSZ AC PS,1994,99000,100000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,1995 CC,52 bhp,106Nm@ 2200rpm,5.0,27,1570
Maruti Ertiga SHVS ZDI,2016,780000,50000,Diesel,Individual,Manual,Second Owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,7.0,0,421
Maruti Ertiga VDI,2013,620000,139000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7.0,0,118
Skoda Octavia RS 1.8 Turbo Petrol MT,2006,100000,120000,Petrol,Individual,Manual,Third Owner,13.1 kmpl,1781 CC,149.5 bhp,"21.4@ 1,750-4,600(kgm@ rpm)",5.0,1,1571
Tata Indica Vista Safire GLX,2014,210000,35000,Petrol,Individual,Manual,Second Owner,16.7 kmpl,1172 CC,64.1 bhp,96Nm@ 3000rpm,5.0,8,1572
Mahindra Bolero 2011-2019 SLE,2015,375000,80000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0,7,335
Renault Triber RXZ,2019,786000,7720,Petrol,Individual,Manual,First Owner,20.0 kmpl,999 CC,71 bhp,96Nm@ 3500rpm,7.0,6,1573
Mahindra XUV500 W8 AWD,2014,1000000,50000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,7,948
Maruti Zen D,2002,120000,60000,Diesel,Individual,Manual,Second Owner,20.8 kmpl,1527 CC,58 bhp,789Nm@ 2250rpm,5.0,0,584
Mahindra Verito Vibe 1.5 dCi D6,2016,750000,100000,Diesel,Individual,Manual,First Owner,20.8 kmpl,1461 CC,64.1 bhp,160Nm@ 2000rpm,5.0,7,1574
Hyundai i20 Magna 1.2,2016,550000,57882,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0,3,158
Tata Safari Storme LX,2018,875000,142000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,5.0,8,944
Tata Safari Storme LX,2018,890000,140000,Diesel,Individual,Manual,Third Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,5.0,8,944
Maruti Ertiga ZXI,2015,700000,35000,Petrol,Individual,Manual,First Owner,16.02 kmpl,1373 CC,93.7 bhp,130Nm@ 4000rpm,7.0,0,71
Mahindra Bolero 2011-2019 SLX,2015,550000,30000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0,7,405
Datsun GO T Petrol,2018,400000,10000,Petrol,Individual,Manual,First Owner,19.83 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm,5.0,11,1575
Maruti Celerio VXI,2015,290000,30000,Petrol,Individual,Manual,Second Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,0,108
Tata Indigo CS LS (TDI) BS III,2012,150000,90000,Diesel,Individual,Manual,First Owner,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5.0,8,472
Maruti Eeco 7 Seater Standard BSIV,2015,300000,35000,Petrol,Individual,Manual,Second Owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,7.0,0,96
Maruti Swift 1.3 VXi,2009,220000,25000,Petrol,Individual,Manual,First Owner,,,,,,0,13
Maruti Wagon R LXI,2008,221000,35008,Petrol,Dealer,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0,0,272
Datsun RediGO T,2017,270000,31100,Petrol,Dealer,Manual,First Owner,22.7 kmpl,799 CC,53.64 bhp,72Nm@ 4386rpm,5.0,11,954
Hyundai Xcent 1.1 CRDi Base,2014,455000,42312,Diesel,Dealer,Manual,First Owner,24.4 kmpl,1120 CC,71 bhp,180.4Nm@ 1750-2500rpm,5.0,3,1328
Toyota Etios G Safety,2011,300000,72000,Petrol,Dealer,Manual,First Owner,17.6 kmpl,1496 CC,88.7 bhp,132Nm@ 3000rpm,5.0,4,1329
Toyota Etios Liva 1.4 GD,2014,480000,54891,Diesel,Dealer,Manual,First Owner,23.59 kmpl,1364 CC,67.04 bhp,170Nm@ 1800-2400rpm,5.0,4,750
Hyundai Verna CRDi 1.6 AT SX Plus,2018,1000000,30000,Diesel,Individual,Automatic,First Owner,22.0 kmpl,1582 CC,126.2 bhp,259.87nm@ 1500-3000rpm,5.0,3,1330
BMW 3 Series 320d Luxury Line Plus,2017,2600000,44000,Diesel,Dealer,Automatic,First Owner,22.69 kmpl,1995 CC,190 bhp,400Nm@ 1750-2750rpm,5.0,17,1331
Toyota Innova Crysta 2.8 ZX AT BSIV,2017,1850000,18890,Diesel,Dealer,Automatic,First Owner,11.36 kmpl,2755 CC,171.5 bhp,360Nm@ 1200-3400rpm,7.0,4,54
Hyundai Santro Magna BSIV,2019,500000,5000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1086 CC,68 bhp,99Nm@ 4500rpm,5.0,3,577
Mahindra Ssangyong Rexton RX7,2013,800000,117000,Diesel,Dealer,Automatic,First Owner,11.18 kmpl,2696 CC,184 bhp,402Nm@ 1600-3000rpm,7.0,7,732
Renault Koleos 2.0 Diesel,2013,1000000,75010,Diesel,Dealer,Automatic,First Owner,13.73 kmpl,1995 CC,148 bhp,320Nm@ 2000rpm,5.0,6,1332
Tata Manza Club Class Quadrajet90 LS,2013,250000,50000,Diesel,Individual,Manual,First Owner,21.02 kmpl,1248 CC,88.8 bhp,200Nm@ 1750-3000rpm,5.0,8,1576
Renault Pulse RxZ Optional,2012,245000,100000,Diesel,Dealer,Manual,First Owner,23.08 kmpl,1461 CC,63.1 bhp,160Nm@ 2000rpm,5.0,6,1333
Hyundai Grand i10 Magna AT,2019,625000,4337,Petrol,Dealer,Automatic,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,3,1334
Volkswagen Polo 2015-2019 1.0 MPI Trendline,2018,560000,14495,Petrol,Dealer,Manual,First Owner,18.78 kmpl,999 CC,75 bhp,95Nm@ 3000-4300rpm,5.0,16,1186
Honda Jazz 1.2 V i VTEC,2018,680000,8576,Petrol,Dealer,Manual,First Owner,18.7 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0,2,630
Maruti Swift Dzire VDI,2019,700000,30000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,0,0
Tata Indigo eCS LX BSIV,2013,220000,80000,Diesel,Individual,Manual,First Owner,23.03 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5.0,8,927
Tata Indigo CS LX (TDI) BS-III,2017,450000,70000,Diesel,Individual,Manual,First Owner,19.09 kmpl,1405 CC,69.01 bhp,135Nm@ 2500rpm,5.0,8,418
Tata Tigor 1.2 Revotron XZA,2017,525000,19723,Petrol,Dealer,Automatic,First Owner,20.3 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0,8,253
Toyota Innova 2.5 GX 7 STR,2009,650000,242000,Diesel,Individual,Manual,Fourth & Above Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),7.0,4,229
BMW 6 Series GT 630d Luxury Line,2018,5500000,22000,Diesel,Individual,Automatic,First Owner,17.09 kmpl,2993 CC,261.4 bhp,620Nm@ 2000-2500rpm,4.0,17,640
Maruti Swift Dzire AMT ZDI Plus,2017,875000,30000,Diesel,Dealer,Automatic,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,0,1277
Hyundai i20 Asta Option 1.2,2019,785000,9000,Petrol,Dealer,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0,3,370
Honda WR-V i-VTEC VX,2017,819999,30000,Petrol,Dealer,Manual,First Owner,17.5 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0,2,886
BMW 3 Series GT Luxury Line,2016,2950000,60000,Diesel,Dealer,Automatic,First Owner,21.76 kmpl,1995 CC,188 bhp,400Nm@ 1750-2500rpm,5.0,17,1577
Toyota Innova Crysta 2.4 ZX MT,2016,1925000,27000,Diesel,Dealer,Manual,First Owner,13.68 kmpl,2393 CC,147.51 bhp,343Nm@ 1400-2800rpm,7.0,4,1578
Honda WR-V i-DTEC VX,2017,885000,39000,Diesel,Dealer,Manual,First Owner,25.5 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,2,21
Ford EcoSport 1.5 Ti VCT AT Titanium BE BSIV,2015,680000,64000,Petrol,Dealer,Automatic,First Owner,16.05 kmpl,1499 CC,110.4 bhp,140Nm@ 4400rpm,5.0,5,1579
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,960000,42000,Diesel,Dealer,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5.0,5,115
Honda Brio 1.2 VX MT,2012,385000,45000,Petrol,Dealer,Manual,First Owner,18.5 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm,5.0,2,280
Tata Harrier XZ,2019,1650000,15000,Diesel,Dealer,Manual,First Owner,17.0 kmpl,1956 CC,167.67 bhp,350Nm@ 1750-2500rpm,5.0,8,1580
Mahindra TUV 300 mHAWK100 T8,2018,890000,55000,Diesel,Dealer,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0,7,958
Ford Endeavour 3.0L 4X4 AT,2015,1275000,64000,Diesel,Dealer,Automatic,First Owner,11.4 kmpl,2953 CC,153.86 bhp,380Nm@ 2500rpm,7.0,5,920
BMW 6 Series GT 630d Luxury Line,2018,6000000,27000,Diesel,Dealer,Automatic,First Owner,17.09 kmpl,2993 CC,261.4 bhp,620Nm@ 2000-2500rpm,4.0,17,640
Maruti Ciaz Delta Automatic BSIV,2019,1025000,15000,Petrol,Dealer,Automatic,First Owner,20.28 kmpl,1462 CC,103.25 bhp,138Nm@ 4400rpm,5.0,0,1581
Volkswagen Polo GT TSI,2016,675000,69000,Petrol,Dealer,Automatic,First Owner,17.2 kmpl,1197 CC,103.6 bhp,175Nm@ 1500-4100rpm,5.0,16,1335
Maruti Swift Dzire ZXI Plus BS IV,2017,700000,80000,Petrol,Dealer,Manual,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,0,1582
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2016,780000,60000,Diesel,Dealer,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5.0,5,75
Hyundai Verna 1.6 SX CRDi (O),2017,1050000,70000,Diesel,Dealer,Manual,First Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0,3,303
Audi Q5 45 TDI quattro Technology,2015,2700000,105000,Diesel,Dealer,Automatic,Second Owner,13.22 kmpl,2967 CC,241.4 bhp,580Nm@ 1400-3250rpm,5.0,15,1583
Tata Bolt Quadrajet XE,2016,400000,100000,Diesel,Individual,Manual,First Owner,22.95 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5.0,8,435
Mahindra Bolero 2011-2019 Plus Non AC,2011,400000,100000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1440-2200rpm,9.0,7,1584
Maruti Alto LX BSIII,2009,85000,90000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,0,91
Tata Hexa XM,2018,1300000,35000,Diesel,Individual,Manual,First Owner,17.6 kmpl,2179 CC,153.86 bhp,400Nm@ 1750-2500rpm,7.0,8,1007
Mahindra TUV 300 mHAWK100 T8,2018,819999,11500,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0,7,958
Mahindra TUV 300 T6 Plus AMT,2015,620000,40000,Diesel,Individual,Automatic,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0,7,1585
Renault KWID 1.0 RXL,2018,260000,50000,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0,6,1253
Hyundai Elantra S,2016,805000,49900,Petrol,Dealer,Manual,First Owner,16.3 kmpl,1797 CC,147.5 bhp,177.5Nm@ 4700rpm,5.0,3,139
Hyundai Grand i10 Asta,2015,484999,55380,Petrol,Dealer,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,3,278
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5.0,20,140
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2018,811000,11000,Petrol,Dealer,Manual,First Owner,17.0 kmpl,1198 CC,108.5 bhp,170Nm@ 1750-4000rpm,5.0,8,141
Honda Jazz 1.2 V AT i VTEC,2015,575000,50000,Petrol,Individual,Automatic,First Owner,19.0 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0,2,802
Jeep Compass 2.0 Longitude Option BSIV,2018,1675000,80000,Diesel,Individual,Manual,First Owner,17.1 kmpl,1956 CC,170 bhp,350Nm@ 1750-2500rpm,5.0,12,375
Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm,5.0,1,143
Jaguar XF Diesel,2015,2500000,13500,Diesel,Dealer,Automatic,First Owner,14.74 kmpl,2993 CC,270.9 bhp,600Nm@ 2000rpm,5.0,20,1586
Mercedes-Benz CLA 200 CGI Sport,2018,2550000,18000,Petrol,Dealer,Automatic,First Owner,15.04 kmpl,1991 CC,183 bhp,300Nm@ 1200-4000rpm,5.0,13,144
Mercedes-Benz New C-Class C 200 AVANTGARDE,2017,2700000,16000,Petrol,Dealer,Automatic,First Owner,14.74 kmpl,1991 CC,181.04 bhp,300Nm@ 1200-1400rpm,5.0,13,145
Volkswagen Ameo 1.2 MPI Highline Plus 16,2017,650000,18816,Petrol,Dealer,Manual,First Owner,17.0 kmpl,1198 CC,73.75 bhp,110Nm@ 3750rpm,5.0,16,1587
Toyota Innova Crysta 2.4 ZX MT BSIV,2017,1748999,33019,Diesel,Dealer,Manual,First Owner,13.68 kmpl,2393 CC,147.8 bhp,343Nm@ 1400-2800rpm,7.0,4,1549
Honda City V AT,2017,925000,18000,Petrol,Dealer,Automatic,First Owner,15.6 kmpl,1497 CC,116.3 bhp,146Nm@ 4800rpm,5.0,2,146
Toyota Glanza V CVT,2019,894999,9654,Petrol,Dealer,Automatic,First Owner,19.56 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,4,147
Maruti Alto K10 VXI,2011,175000,11000,Petrol,Dealer,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0,0,45
Maruti Swift VXI,2012,340000,24300,Petrol,Dealer,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,0,95
Toyota Innova Crysta 2.8 ZX AT BSIV,2016,1525000,42163,Diesel,Dealer,Automatic,Second Owner,11.36 kmpl,2755 CC,171.5 bhp,360Nm@ 1200-3400rpm,7.0,4,54
Maruti Ciaz S 1.3,2017,810000,47747,Diesel,Dealer,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,0,936
Tata Nexon 1.5 Revotorq XZA Plus DualTone,2018,1025000,8000,Diesel,Dealer,Automatic,First Owner,21.5 kmpl,1497 CC,108.5 bhp,260Nm@ 1500-2750rpm,5.0,8,148
BMW 3 Series 320d Luxury Line,2016,2150000,30000,Diesel,Dealer,Automatic,First Owner,22.69 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5.0,17,149
Toyota Innova 2.5 G (Diesel) 8 Seater,2013,910000,70000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100 bhp,200Nm@ 1400-3400rpm,8.0,4,385
Tata Indica V2 DLX BSIII,2016,300000,60000,Diesel,Individual,Manual,Second Owner,17.88 kmpl,1405 CC,48.21 bhp,85Nm@ 2500rpm,5.0,8,1588
Maruti Zen LXi - BS III,2004,120000,80000,Petrol,Individual,Manual,Second Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm,5.0,0,1081
Hyundai i20 Era 1.2,2015,490000,45900,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0,3,1589
Honda Amaze S i-Dtech,2013,425000,70000,Diesel,Individual,Manual,First Owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,2,789
Maruti Alto LXi,2011,155000,40000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,0,117
Mahindra Scorpio SLE BSIV,2013,490000,90000,Diesel,Individual,Manual,Second Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8.0,7,539
Maruti Alto LXi BSIII,2010,132000,105000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,0,320
Hyundai Elite i20 Diesel Sportz,2018,750000,30000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.76 bhp,219.66nm@ 1500-2750rpm,5.0,3,1404
Maruti Wagon R VXI BS IV with ABS,2011,225000,20000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,0,172
Hyundai i10 Sportz,2011,240000,80000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5.0,3,284
Maruti Wagon R VXI,2004,33351,90000,Petrol,Individual,Manual,Third Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,0,93
Chevrolet Spark 1.0,2010,80000,80000,Petrol,Individual,Manual,Second Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm,5.0,9,1027
Maruti 800 Std,2004,40000,120000,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0,0,39
Honda BRV i-DTEC V MT,2019,1100000,50000,Diesel,Individual,Manual,Second Owner,21.9 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,7.0,2,698
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5.0,20,140
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5.0,19,122
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5.0,20,123
Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7.0,8,190
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0 kmpl,1969 CC,190 bhp,400Nm,5.0,23,292
Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm,5.0,4,150
Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0,0,272
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,0,293
Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0,2,294
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7.0,4,295
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,0,296
Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78 kmpl,1496 CC,88.73 bhp,132Nm@ 3000rpm,5.0,4,297
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,0,298
Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5.0,3,262
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5.0,17,129
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5.0,17,129
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5.0,2,299
Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm,5.0,1,143
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8 kmpl,1984 CC,150 bhp,350Nm@ 1500-2750rpm,5.0,23,300
Hyundai Xcent 1.1 CRDi S,2016,380000,80000,Diesel,Individual,Manual,Second Owner,24.4 kmpl,1120 CC,71 bhp,180.4Nm@ 1750-2500rpm,5.0,3,797
Tata New Safari DICOR 2.2 EX 4x2,2011,300000,120000,Diesel,Individual,Manual,Second Owner,11.57 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7.0,8,239
Maruti Alto 800 LXI Anniversary Edition,2014,240000,50000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,0,1174
Maruti Swift VDI,2011,325000,70000,Diesel,Individual,Manual,First Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,0,428
Mahindra KUV 100 mFALCON D75 K6,2016,400000,130000,Diesel,Individual,Manual,First Owner,25.32 kmpl,1198 CC,77 bhp,190Nm@ 1750-2250rpm,6.0,7,1590
Renault Lodgy Stepway 85PS RXZ 8S,2017,800000,50000,Diesel,Individual,Manual,First Owner,21.04 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,8.0,6,1591
Ford EcoSport 1.5 Diesel Titanium BSIV,2018,950000,80000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5.0,5,448
Maruti Swift VDI,2013,300000,120000,Diesel,Individual,Manual,Fourth & Above Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,0,428
Maruti Alto 800 LXI,2020,350000,5000,Petrol,Individual,Manual,First Owner,22.05 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,0,26
Mahindra KUV 100 mFALCON G80 K8 5str AW,2017,530000,59000,Petrol,Individual,Manual,First Owner,18.15 kmpl,1198 CC,82 bhp,115Nm@ 3500-3600rpm,5.0,7,1592
Chevrolet Enjoy TCDi LTZ 7 Seater,2013,350000,100000,Diesel,Individual,Manual,Third Owner,18.2 kmpl,1248 CC,73.8 bhp,172.5Nm@ 1750rpm,7.0,9,27
Hyundai Sonata 2.4L AT,2008,168000,50000,Petrol,Individual,Automatic,First Owner,11.0 kmpl,2359 CC,165 bhp,"23.6@ 4,250(kgm@ rpm)",5.0,3,1593
Renault KWID RXT,2016,240000,45000,Petrol,Individual,Manual,Second Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0,6,191
Maruti Swift Dzire VDi,2010,220000,80000,Diesel,Individual,Manual,Fourth & Above Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,0,12
Maruti Wagon R LXI Minor,2008,110000,80000,Petrol,Individual,Manual,Fourth & Above Owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5.0,0,14
Maruti Vitara Brezza ZDi Plus,2016,850000,100000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,0,753
Maruti Ertiga VDI,2014,545000,110000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7.0,0,118
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2018,2064000,24000,Diesel,Individual,Manual,First Owner,13.68 kmpl,2393 CC,147.8 bhp,343Nm@ 1400-2800rpm,8.0,4,1594
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2018,950000,25000,Diesel,Individual,Manual,First Owner,25.1 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,0,769
Hyundai EON Magna Plus,2013,200000,68697,Petrol,Individual,Manual,Third Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,3,379
Maruti Swift VDI Optional,2017,660000,30000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,0,327
